id,name,mean_sub,mean_vi,,,,
,,,,,,,UCAtFkapSeoEGPxm5bC3tvaw
,,,,,,,UCBCY00Ox6Cins0oRwSLqNGA
,,,,,,,UCEPuItFWOOJ2o5hTu65NlEg
,,,,,,,UCEf_Bc-KVd7onSeifS3py9g
,,,,,,,UCFL1sCAksD6_7JIZwwHcwjQ
,,,,,,,UCHKVXtT1YBCYUnnr4apqXfg
,,,,,,,UCIAH4FXl2DQ4HmLupsyFiug
,,,,,,,UCJedRe-OQCN-75DhLmG3VPQ
,,,,,,,UCK1sVuXaDvJeNwl9noN5nOA
,,,,,,,UCK5fO9Q2gitao0M5yQvPnvw
,,,,,,,UCKqx9r4mrFglauNBJc1L_eg
,,,,,,,UCLQ_lTDcNOj7VzNeW0kZ17w
,,,,,,,UCLkAepWjdylmXSltofFvsYQ
,,,,,,,UCMY30BnMbn6wElwLvDgcajw
,,,,,,,UCN106RQxroojNzkEMuRC0BA
,,,,,,,UCOmHUn--16B90oW2L6FRR3A
,,,,,,,UCPENYtHg4Xhmm6oX8zaQA7Q
,,,,,,,UCPGFLUUESbnhkOTpIt71Awg
,,,,,,,UCPJmHR4CG_lRuVwKCo0kjjg
,,,,,,,UCPUeGC_AL-OnDQORKhRm6iA
,,,,,,,UCPde4guD9yFBRzkxk2PatoA
,,,,,,,UCQJuZxeDv2P05YHcC-tIEVQ
,,,,,,,UCT-_4GqC-yLY1xtTHhwY0hA
,,,,,,,UCTQVIXvcHrR9jYoJ6qaBAow
,,,,,,,UCVihezVtsguXEouYvtKmKYA
,,,,,,,UCWUwriihuQ_ybNrAOqbg3yg
,,,,,,,UCWxCyZibDIWIrGIgP25mbfw
,,,,,,,UCYDmx2Sfpnaxg488yBpZIGg
,,,,,,,UCYJrfuYXNqb5XSRd22XRwGw
,,,,,,,UCYgUhR7EGKauFXgJS0pckGg
,,,,,,,UCYooECrv-fIXlPaDwEIaveA
,,,,,,,UCYx9lhCw0u2-OoqVtEU0IMg
,,,,,,,UC_Dm4o5UrbPr2uvM7VPUR6g
,,,,,,,UC_pwIXKXNm5KGhdEVzmY60A
,,,,,,,UCaO6TYtlC8U5ttz62hTrZgg
,,,,,,,UCayQxFAoFCvGariuQCtHRGQ
,,,,,,,UCbD8EppRX3ZwJSou-TVo90A
,,,,,,,UCbWPYsyJX1-7uvfOw3LkLqw
,,,,,,,UCbuks6fmwRefCTGg9aNwgeQ
,,,,,,,UCc4pDO0Bo6qiFSe7mpVguhQ
,,,,,,,UCcOYEm78CpaZQvPE6LtoSeA
,,,,,,,UCcpAtOvcne_cX7gvarTgKsQ
,,,,,,,UCdet8uJfTFlACtY05BQmJ1Q
,,,,,,,UCe52oeb7Xv_KaJsEzcKXJJg
,,,,,,,UCeLPm9yH_a_QH8n6445G-Ow
,,,,,,,UCem8l1w4OWhkqpoOg1SB4_w
,,,,,,,UCepUWUpH45hRTi-QePdq1Bg
,,,,,,,UCf9sl-IcwNXDqWwWwp4vEwg
,,,,,,,UCfkXDY7vwkcJ8ddFGz8KusA
,,,,,,,UCg-p3lQIqmhh7gHpyaOmOiQ
,,,,,,,UCg7rkxrTnIhiHEpXY1ec9NA
,,,,,,,UCh6O-aBKR-99dg4rPy69CXg
,,,,,,,UChE5nZAIhWS5vYTRjsUgRpQ
,,,,,,,UChQ-VMvdGrYZxviQVMTJOHg
,,,,,,,UChpjIaEgwtDZtmWEkzFulSA
,,,,,,,UCiBr0bK06imaMbLc8sAEz0A
,,,,,,,UCid83oPnsL-4ZEo8CyQr6Rg
,,,,,,,UCjWRi2qaGtKjQyoQLc4OGkw
,,,,,,,UCkbJc8jMcTXwhtmN5VMwfXg
,,,,,,,UClkRzsdvg7_RKVhwDwiDZOA
,,,,,,,UCmLiSrat4HW2k07ahKEJo4w
,,,,,,,UCmR-oFhgGGe-dCRiDg2ysLw
,,,,,,,UCmjNKt6kITwaZTqvWuaSPLg
,,,,,,,UCnsQjCVzmEd-YvlQZbo6zCg
,,,,,,,UCoQIdt0bWPv3-_xuybJvTjQ
,,,,,,,UCobTjybs6aP0ECliVTqbmog
,,,,,,,UCq-NPoQsxpkdu5n2-BF5TCw
,,,,,,,UCqTVaBwm6FwVTt3oC77q9Mw
,,,,,,,UCqXwKu6dKobXEQFhdKtiJLQ
,,,,,,,UCr-rCvgg21KqfrnGopaQeGw
,,,,,,,UCrDkAvwZum-UTjHmzDI2iIw
,,,,,,,UCtCiO5t2voB14CmZKTkIzPQ
,,,,,,,UCu9BCtGIEr73LXZsKmoujKw
,,,,,,,UCvQPUPoMK0Smj-OHeUe9SEw
,,,,,,,UCw8ZhLPdQ0u_Y-TLKd61hGA
,,,,,,,UCweOkPb1wVVH0Q0Tlj4a5Pw
,,,,,,,UCwpmEwAbLPUHH_9y8JazVnA
,,,,,,,UCxLOTgnqpSqQp_kMPlb7PWw
,,,,,,,UCx_dzPI6efSohgtOkAG43-A
,,,,,,,UCxutPqfWSdYqaK8_tlc5PBA
,,,,,,,UCzDTOmSRs8c_ej7XRvn53og
,,,,,,,UCzgxx_DM2Dcb9Y1spb9mUJA
,,,,,,,UCzw-C7fNfs018R1FzIKnlaA
,,,,,,,UC-i2ywiuvjvpTy2zW-tXfkw
,,,,,,,UC0vDCy8moGUhR7kRL19wWpw
,,,,,,,UC1WEOQjm8tyT1pXY6xaoYZQ
,,,,,,,UC1cWTErb7vw_UmmuB0dYgsQ
,,,,,,,UC2NvqL2gbWQXbfnLN7C9XFg
,,,,,,,UC3IZKseVpdzPSBaWxBxundA
,,,,,,,UC3LIEPioeH0CmVCmCn4JS1g
,,,,,,,UC3pnQ7MHDABUFungNcMQ7dA
,,,,,,,UC3sCmmMaM383cjv1jNdiU2w
,,,,,,,UC5xK2Xdrud3-KGjkS1Igumg
,,,,,,,UC6erIDuvbOaAO-OT5rB2Xew
,,,,,,,UC6ye474SJCiPsEPueO_b3Gw
,,,,,,,UC7lb15P-Hux7A5gBuhCxtuQ
,,,,,,,UC8HEl74jL3bLLwfDP1OALxw
,,,,,,,UC8gFadPgK2r1ndqLI04Xvvw
,,,,,,,UC8kRUGUkq_sTGuKNR1l6Rrw
,,,,,,,UC9kmlDcqksaOnCkC_qzGacA
,,,,,,,UCAtFkapSeoEGPxm5bC3tvaw
,,,,,,,UCBCY00Ox6Cins0oRwSLqNGA
,,,,,,,UCEPuItFWOOJ2o5hTu65NlEg
,,,,,,,UCEf_Bc-KVd7onSeifS3py9g
,,,,,,,UCFL1sCAksD6_7JIZwwHcwjQ
,,,,,,,UCHKVXtT1YBCYUnnr4apqXfg
,,,,,,,UCIAH4FXl2DQ4HmLupsyFiug
,,,,,,,UCJedRe-OQCN-75DhLmG3VPQ
,,,,,,,UCK1sVuXaDvJeNwl9noN5nOA
,,,,,,,UCK5fO9Q2gitao0M5yQvPnvw
,,,,,,,UCKqx9r4mrFglauNBJc1L_eg
,,,,,,,UCLQ_lTDcNOj7VzNeW0kZ17w
,,,,,,,UCLkAepWjdylmXSltofFvsYQ
,,,,,,,UCMY30BnMbn6wElwLvDgcajw
,,,,,,,UCN106RQxroojNzkEMuRC0BA
,,,,,,,UCOmHUn--16B90oW2L6FRR3A
,,,,,,,UCPENYtHg4Xhmm6oX8zaQA7Q
,,,,,,,UCPGFLUUESbnhkOTpIt71Awg
,,,,,,,UCPJmHR4CG_lRuVwKCo0kjjg
,,,,,,,UCPUeGC_AL-OnDQORKhRm6iA
,,,,,,,UCPde4guD9yFBRzkxk2PatoA
,,,,,,,UCQJuZxeDv2P05YHcC-tIEVQ
,,,,,,,UCT-_4GqC-yLY1xtTHhwY0hA
,,,,,,,UCTQVIXvcHrR9jYoJ6qaBAow
,,,,,,,UCVihezVtsguXEouYvtKmKYA
,,,,,,,UCWUwriihuQ_ybNrAOqbg3yg
,,,,,,,UCWxCyZibDIWIrGIgP25mbfw
,,,,,,,UCYDmx2Sfpnaxg488yBpZIGg
,,,,,,,UCYJrfuYXNqb5XSRd22XRwGw
,,,,,,,UCYgUhR7EGKauFXgJS0pckGg
,,,,,,,UCYooECrv-fIXlPaDwEIaveA
,,,,,,,UCYx9lhCw0u2-OoqVtEU0IMg
,,,,,,,UC_Dm4o5UrbPr2uvM7VPUR6g
,,,,,,,UC_pwIXKXNm5KGhdEVzmY60A
,,,,,,,UCaO6TYtlC8U5ttz62hTrZgg
,,,,,,,UCayQxFAoFCvGariuQCtHRGQ
,,,,,,,UCbD8EppRX3ZwJSou-TVo90A
,,,,,,,UCbWPYsyJX1-7uvfOw3LkLqw
,,,,,,,UCbuks6fmwRefCTGg9aNwgeQ
,,,,,,,UCc4pDO0Bo6qiFSe7mpVguhQ
,,,,,,,UCcOYEm78CpaZQvPE6LtoSeA
,,,,,,,UCcpAtOvcne_cX7gvarTgKsQ
,,,,,,,UCdet8uJfTFlACtY05BQmJ1Q
,,,,,,,UCe52oeb7Xv_KaJsEzcKXJJg
,,,,,,,UCeLPm9yH_a_QH8n6445G-Ow
,,,,,,,UCem8l1w4OWhkqpoOg1SB4_w
,,,,,,,UCepUWUpH45hRTi-QePdq1Bg
,,,,,,,UCf9sl-IcwNXDqWwWwp4vEwg
,,,,,,,UCfkXDY7vwkcJ8ddFGz8KusA
,,,,,,,UCg-p3lQIqmhh7gHpyaOmOiQ
,,,,,,,UCg7rkxrTnIhiHEpXY1ec9NA
,,,,,,,UCh6O-aBKR-99dg4rPy69CXg
,,,,,,,UChE5nZAIhWS5vYTRjsUgRpQ
,,,,,,,UChQ-VMvdGrYZxviQVMTJOHg
,,,,,,,UChpjIaEgwtDZtmWEkzFulSA
,,,,,,,UCiBr0bK06imaMbLc8sAEz0A
,,,,,,,UCid83oPnsL-4ZEo8CyQr6Rg
,,,,,,,UCjWRi2qaGtKjQyoQLc4OGkw
,,,,,,,UCkbJc8jMcTXwhtmN5VMwfXg
,,,,,,,UClkRzsdvg7_RKVhwDwiDZOA
,,,,,,,UCmLiSrat4HW2k07ahKEJo4w
,,,,,,,UCmR-oFhgGGe-dCRiDg2ysLw
,,,,,,,UCmjNKt6kITwaZTqvWuaSPLg
,,,,,,,UCnsQjCVzmEd-YvlQZbo6zCg
,,,,,,,UCoQIdt0bWPv3-_xuybJvTjQ
,,,,,,,UCobTjybs6aP0ECliVTqbmog
,,,,,,,UCq-NPoQsxpkdu5n2-BF5TCw
,,,,,,,UCqTVaBwm6FwVTt3oC77q9Mw
,,,,,,,UCqXwKu6dKobXEQFhdKtiJLQ
,,,,,,,UCr-rCvgg21KqfrnGopaQeGw
,,,,,,,UCrDkAvwZum-UTjHmzDI2iIw
,,,,,,,UCtCiO5t2voB14CmZKTkIzPQ
,,,,,,,UCu9BCtGIEr73LXZsKmoujKw
,,,,,,,UCvQPUPoMK0Smj-OHeUe9SEw
,,,,,,,UCw8ZhLPdQ0u_Y-TLKd61hGA
,,,,,,,UCweOkPb1wVVH0Q0Tlj4a5Pw
,,,,,,,UCwpmEwAbLPUHH_9y8JazVnA
,,,,,,,UCxLOTgnqpSqQp_kMPlb7PWw
,,,,,,,UCx_dzPI6efSohgtOkAG43-A
,,,,,,,UCxutPqfWSdYqaK8_tlc5PBA
,,,,,,,UCzDTOmSRs8c_ej7XRvn53og
,,,,,,,UCzgxx_DM2Dcb9Y1spb9mUJA
,,,,,,,UCzw-C7fNfs018R1FzIKnlaA
,,,,,,,UC-i2ywiuvjvpTy2zW-tXfkw
,,,,,,,UC0vDCy8moGUhR7kRL19wWpw
,,,,,,,UC1WEOQjm8tyT1pXY6xaoYZQ
,,,,,,,UC1cWTErb7vw_UmmuB0dYgsQ
,,,,,,,UC2NvqL2gbWQXbfnLN7C9XFg
,,,,,,,UC3IZKseVpdzPSBaWxBxundA
,,,,,,,UC3LIEPioeH0CmVCmCn4JS1g
,,,,,,,UC3pnQ7MHDABUFungNcMQ7dA
,,,,,,,UC3sCmmMaM383cjv1jNdiU2w
,,,,,,,UC5xK2Xdrud3-KGjkS1Igumg
,,,,,,,UC6erIDuvbOaAO-OT5rB2Xew
,,,,,,,UC6ye474SJCiPsEPueO_b3Gw
,,,,,,,UC7lb15P-Hux7A5gBuhCxtuQ
,,,,,,,UC8HEl74jL3bLLwfDP1OALxw
,,,,,,,UC8gFadPgK2r1ndqLI04Xvvw
,,,,,,,UC8kRUGUkq_sTGuKNR1l6Rrw
,,,,,,,UC9kmlDcqksaOnCkC_qzGacA
,,,,,,,UCAtFkapSeoEGPxm5bC3tvaw
,,,,,,,UCBCY00Ox6Cins0oRwSLqNGA
,,,,,,,UCEPuItFWOOJ2o5hTu65NlEg
,,,,,,,UCEf_Bc-KVd7onSeifS3py9g
,,,,,,,UCFL1sCAksD6_7JIZwwHcwjQ
,,,,,,,UCHKVXtT1YBCYUnnr4apqXfg
,,,,,,,UCIAH4FXl2DQ4HmLupsyFiug
,,,,,,,UCJedRe-OQCN-75DhLmG3VPQ
,,,,,,,UCK1sVuXaDvJeNwl9noN5nOA
,,,,,,,UCK5fO9Q2gitao0M5yQvPnvw
,,,,,,,UCKqx9r4mrFglauNBJc1L_eg
,,,,,,,UCLQ_lTDcNOj7VzNeW0kZ17w
,,,,,,,UCLkAepWjdylmXSltofFvsYQ
,,,,,,,UCMY30BnMbn6wElwLvDgcajw
,,,,,,,UCN106RQxroojNzkEMuRC0BA
,,,,,,,UCOmHUn--16B90oW2L6FRR3A
,,,,,,,UCPENYtHg4Xhmm6oX8zaQA7Q
,,,,,,,UCPGFLUUESbnhkOTpIt71Awg
,,,,,,,UCPJmHR4CG_lRuVwKCo0kjjg
,,,,,,,UCPUeGC_AL-OnDQORKhRm6iA
,,,,,,,UCPde4guD9yFBRzkxk2PatoA
,,,,,,,UCQJuZxeDv2P05YHcC-tIEVQ
,,,,,,,UCT-_4GqC-yLY1xtTHhwY0hA
,,,,,,,UCTQVIXvcHrR9jYoJ6qaBAow
,,,,,,,UCVihezVtsguXEouYvtKmKYA
,,,,,,,UCWUwriihuQ_ybNrAOqbg3yg
,,,,,,,UCWxCyZibDIWIrGIgP25mbfw
,,,,,,,UCYDmx2Sfpnaxg488yBpZIGg
,,,,,,,UCYJrfuYXNqb5XSRd22XRwGw
,,,,,,,UCYgUhR7EGKauFXgJS0pckGg
,,,,,,,UCYooECrv-fIXlPaDwEIaveA
,,,,,,,UCYx9lhCw0u2-OoqVtEU0IMg
,,,,,,,UC_Dm4o5UrbPr2uvM7VPUR6g
,,,,,,,UC_pwIXKXNm5KGhdEVzmY60A
,,,,,,,UCaO6TYtlC8U5ttz62hTrZgg
,,,,,,,UCayQxFAoFCvGariuQCtHRGQ
,,,,,,,UCbD8EppRX3ZwJSou-TVo90A
,,,,,,,UCbWPYsyJX1-7uvfOw3LkLqw
,,,,,,,UCbuks6fmwRefCTGg9aNwgeQ
,,,,,,,UCc4pDO0Bo6qiFSe7mpVguhQ
,,,,,,,UCcOYEm78CpaZQvPE6LtoSeA
,,,,,,,UCcpAtOvcne_cX7gvarTgKsQ
,,,,,,,UCdet8uJfTFlACtY05BQmJ1Q
,,,,,,,UCe52oeb7Xv_KaJsEzcKXJJg
,,,,,,,UCeLPm9yH_a_QH8n6445G-Ow
,,,,,,,UCem8l1w4OWhkqpoOg1SB4_w
,,,,,,,UCepUWUpH45hRTi-QePdq1Bg
,,,,,,,UCf9sl-IcwNXDqWwWwp4vEwg
,,,,,,,UCfkXDY7vwkcJ8ddFGz8KusA
,,,,,,,UCg-p3lQIqmhh7gHpyaOmOiQ
,,,,,,,UCg7rkxrTnIhiHEpXY1ec9NA
,,,,,,,UCh6O-aBKR-99dg4rPy69CXg
,,,,,,,UChE5nZAIhWS5vYTRjsUgRpQ
,,,,,,,UChQ-VMvdGrYZxviQVMTJOHg
,,,,,,,UChpjIaEgwtDZtmWEkzFulSA
,,,,,,,UCiBr0bK06imaMbLc8sAEz0A
,,,,,,,UCid83oPnsL-4ZEo8CyQr6Rg
,,,,,,,UCjWRi2qaGtKjQyoQLc4OGkw
,,,,,,,UCkbJc8jMcTXwhtmN5VMwfXg
,,,,,,,UClkRzsdvg7_RKVhwDwiDZOA
,,,,,,,UCmLiSrat4HW2k07ahKEJo4w
,,,,,,,UCmR-oFhgGGe-dCRiDg2ysLw
,,,,,,,UCmjNKt6kITwaZTqvWuaSPLg
,,,,,,,UCnsQjCVzmEd-YvlQZbo6zCg
,,,,,,,UCoQIdt0bWPv3-_xuybJvTjQ
,,,,,,,UCobTjybs6aP0ECliVTqbmog
,,,,,,,UCq-NPoQsxpkdu5n2-BF5TCw
,,,,,,,UCqTVaBwm6FwVTt3oC77q9Mw
,,,,,,,UCqXwKu6dKobXEQFhdKtiJLQ
,,,,,,,UCr-rCvgg21KqfrnGopaQeGw
,,,,,,,UCrDkAvwZum-UTjHmzDI2iIw
,,,,,,,UCtCiO5t2voB14CmZKTkIzPQ
,,,,,,,UCu9BCtGIEr73LXZsKmoujKw
,,,,,,,UCvQPUPoMK0Smj-OHeUe9SEw
,,,,,,,UCw8ZhLPdQ0u_Y-TLKd61hGA
,,,,,,,UCweOkPb1wVVH0Q0Tlj4a5Pw
,,,,,,,UCwpmEwAbLPUHH_9y8JazVnA
,,,,,,,UCxLOTgnqpSqQp_kMPlb7PWw
,,,,,,,UCx_dzPI6efSohgtOkAG43-A
,,,,,,,UCxutPqfWSdYqaK8_tlc5PBA
,,,,,,,UCzDTOmSRs8c_ej7XRvn53og
,,,,,,,UCzgxx_DM2Dcb9Y1spb9mUJA
,,,,,,,UCzw-C7fNfs018R1FzIKnlaA
,,,,,,,UC-i2ywiuvjvpTy2zW-tXfkw
,,,,,,,UC0vDCy8moGUhR7kRL19wWpw
,,,,,,,UC1WEOQjm8tyT1pXY6xaoYZQ
,,,,,,,UC1cWTErb7vw_UmmuB0dYgsQ
,,,,,,,UC2NvqL2gbWQXbfnLN7C9XFg
,,,,,,,UC3IZKseVpdzPSBaWxBxundA
,,,,,,,UC3LIEPioeH0CmVCmCn4JS1g
,,,,,,,UC3pnQ7MHDABUFungNcMQ7dA
,,,,,,,UC3sCmmMaM383cjv1jNdiU2w
,,,,,,,UC5xK2Xdrud3-KGjkS1Igumg
,,,,,,,UC6erIDuvbOaAO-OT5rB2Xew
,,,,,,,UC6ye474SJCiPsEPueO_b3Gw
,,,,,,,UC7lb15P-Hux7A5gBuhCxtuQ
,,,,,,,UC8HEl74jL3bLLwfDP1OALxw
,,,,,,,UC8gFadPgK2r1ndqLI04Xvvw
,,,,,,,UC8kRUGUkq_sTGuKNR1l6Rrw
,,,,,,,UC9kmlDcqksaOnCkC_qzGacA
,,,,,,,UCAtFkapSeoEGPxm5bC3tvaw
,,,,,,,UCBCY00Ox6Cins0oRwSLqNGA
,,,,,,,UCEPuItFWOOJ2o5hTu65NlEg
,,,,,,,UCEf_Bc-KVd7onSeifS3py9g
,,,,,,,UCFL1sCAksD6_7JIZwwHcwjQ
,,,,,,,UCHKVXtT1YBCYUnnr4apqXfg
,,,,,,,UCIAH4FXl2DQ4HmLupsyFiug
,,,,,,,UCJedRe-OQCN-75DhLmG3VPQ
,,,,,,,UCK1sVuXaDvJeNwl9noN5nOA
,,,,,,,UCK5fO9Q2gitao0M5yQvPnvw
,,,,,,,UCKqx9r4mrFglauNBJc1L_eg
,,,,,,,UCLQ_lTDcNOj7VzNeW0kZ17w
,,,,,,,UCLkAepWjdylmXSltofFvsYQ
,,,,,,,UCMY30BnMbn6wElwLvDgcajw
,,,,,,,UCN106RQxroojNzkEMuRC0BA
,,,,,,,UCOmHUn--16B90oW2L6FRR3A
,,,,,,,UCPENYtHg4Xhmm6oX8zaQA7Q
,,,,,,,UCPGFLUUESbnhkOTpIt71Awg
,,,,,,,UCPJmHR4CG_lRuVwKCo0kjjg
,,,,,,,UCPUeGC_AL-OnDQORKhRm6iA
,,,,,,,UCPde4guD9yFBRzkxk2PatoA
,,,,,,,UCQJuZxeDv2P05YHcC-tIEVQ
,,,,,,,UCT-_4GqC-yLY1xtTHhwY0hA
,,,,,,,UCTQVIXvcHrR9jYoJ6qaBAow
,,,,,,,UCVihezVtsguXEouYvtKmKYA
,,,,,,,UCWUwriihuQ_ybNrAOqbg3yg
,,,,,,,UCWxCyZibDIWIrGIgP25mbfw
,,,,,,,UCYDmx2Sfpnaxg488yBpZIGg
,,,,,,,UCYJrfuYXNqb5XSRd22XRwGw
,,,,,,,UCYgUhR7EGKauFXgJS0pckGg
,,,,,,,UCYooECrv-fIXlPaDwEIaveA
,,,,,,,UCYx9lhCw0u2-OoqVtEU0IMg
,,,,,,,UC_Dm4o5UrbPr2uvM7VPUR6g
,,,,,,,UC_pwIXKXNm5KGhdEVzmY60A
,,,,,,,UCaO6TYtlC8U5ttz62hTrZgg
,,,,,,,UCayQxFAoFCvGariuQCtHRGQ
,,,,,,,UCbD8EppRX3ZwJSou-TVo90A
,,,,,,,UCbWPYsyJX1-7uvfOw3LkLqw
,,,,,,,UCbuks6fmwRefCTGg9aNwgeQ
,,,,,,,UCc4pDO0Bo6qiFSe7mpVguhQ
,,,,,,,UCcOYEm78CpaZQvPE6LtoSeA
,,,,,,,UCcpAtOvcne_cX7gvarTgKsQ
,,,,,,,UCdet8uJfTFlACtY05BQmJ1Q
,,,,,,,UCe52oeb7Xv_KaJsEzcKXJJg
,,,,,,,UCeLPm9yH_a_QH8n6445G-Ow
,,,,,,,UCem8l1w4OWhkqpoOg1SB4_w
,,,,,,,UCepUWUpH45hRTi-QePdq1Bg
,,,,,,,UCf9sl-IcwNXDqWwWwp4vEwg
,,,,,,,UCfkXDY7vwkcJ8ddFGz8KusA
,,,,,,,UCg-p3lQIqmhh7gHpyaOmOiQ
,,,,,,,UCg7rkxrTnIhiHEpXY1ec9NA
,,,,,,,UCh6O-aBKR-99dg4rPy69CXg
,,,,,,,UChE5nZAIhWS5vYTRjsUgRpQ
,,,,,,,UChQ-VMvdGrYZxviQVMTJOHg
,,,,,,,UChpjIaEgwtDZtmWEkzFulSA
,,,,,,,UCiBr0bK06imaMbLc8sAEz0A
,,,,,,,UCid83oPnsL-4ZEo8CyQr6Rg
,,,,,,,UCjWRi2qaGtKjQyoQLc4OGkw
,,,,,,,UCkbJc8jMcTXwhtmN5VMwfXg
,,,,,,,UClkRzsdvg7_RKVhwDwiDZOA
,,,,,,,UCmLiSrat4HW2k07ahKEJo4w
,,,,,,,UCmR-oFhgGGe-dCRiDg2ysLw
,,,,,,,UCmjNKt6kITwaZTqvWuaSPLg
,,,,,,,UCnsQjCVzmEd-YvlQZbo6zCg
,,,,,,,UCoQIdt0bWPv3-_xuybJvTjQ
,,,,,,,UCobTjybs6aP0ECliVTqbmog
,,,,,,,UCq-NPoQsxpkdu5n2-BF5TCw
,,,,,,,UCqTVaBwm6FwVTt3oC77q9Mw
,,,,,,,UCqXwKu6dKobXEQFhdKtiJLQ
,,,,,,,UCr-rCvgg21KqfrnGopaQeGw
,,,,,,,UCrDkAvwZum-UTjHmzDI2iIw
,,,,,,,UCtCiO5t2voB14CmZKTkIzPQ
,,,,,,,UCu9BCtGIEr73LXZsKmoujKw
,,,,,,,UCvQPUPoMK0Smj-OHeUe9SEw
,,,,,,,UCw8ZhLPdQ0u_Y-TLKd61hGA
,,,,,,,UCweOkPb1wVVH0Q0Tlj4a5Pw
,,,,,,,UCwpmEwAbLPUHH_9y8JazVnA
,,,,,,,UCxLOTgnqpSqQp_kMPlb7PWw
,,,,,,,UCx_dzPI6efSohgtOkAG43-A
,,,,,,,UCxutPqfWSdYqaK8_tlc5PBA
,,,,,,,UCzDTOmSRs8c_ej7XRvn53og
,,,,,,,UCzgxx_DM2Dcb9Y1spb9mUJA
,,,,,,,UCzw-C7fNfs018R1FzIKnlaA
,,,,,,,UC-i2ywiuvjvpTy2zW-tXfkw
,,,,,,,UC0vDCy8moGUhR7kRL19wWpw
,,,,,,,UC1WEOQjm8tyT1pXY6xaoYZQ
,,,,,,,UC1cWTErb7vw_UmmuB0dYgsQ
,,,,,,,UC2NvqL2gbWQXbfnLN7C9XFg
,,,,,,,UC3IZKseVpdzPSBaWxBxundA
,,,,,,,UC3LIEPioeH0CmVCmCn4JS1g
,,,,,,,UC3pnQ7MHDABUFungNcMQ7dA
,,,,,,,UC3sCmmMaM383cjv1jNdiU2w
,,,,,,,UC5xK2Xdrud3-KGjkS1Igumg
,,,,,,,UC6erIDuvbOaAO-OT5rB2Xew
,,,,,,,UC6ye474SJCiPsEPueO_b3Gw
,,,,,,,UC7lb15P-Hux7A5gBuhCxtuQ
,,,,,,,UC8HEl74jL3bLLwfDP1OALxw
,,,,,,,UC8gFadPgK2r1ndqLI04Xvvw
,,,,,,,UC8kRUGUkq_sTGuKNR1l6Rrw
,,,,,,,UC9kmlDcqksaOnCkC_qzGacA
,,,,,,,UCAtFkapSeoEGPxm5bC3tvaw
,,,,,,,UCBCY00Ox6Cins0oRwSLqNGA
,,,,,,,UCEPuItFWOOJ2o5hTu65NlEg
,,,,,,,UCEf_Bc-KVd7onSeifS3py9g
,,,,,,,UCFL1sCAksD6_7JIZwwHcwjQ
,,,,,,,UCHKVXtT1YBCYUnnr4apqXfg
,,,,,,,UCIAH4FXl2DQ4HmLupsyFiug
,,,,,,,UCJedRe-OQCN-75DhLmG3VPQ
,,,,,,,UCK1sVuXaDvJeNwl9noN5nOA
,,,,,,,UCK5fO9Q2gitao0M5yQvPnvw
,,,,,,,UCKqx9r4mrFglauNBJc1L_eg
,,,,,,,UCLQ_lTDcNOj7VzNeW0kZ17w
,,,,,,,UCLkAepWjdylmXSltofFvsYQ
,,,,,,,UCMY30BnMbn6wElwLvDgcajw
,,,,,,,UCN106RQxroojNzkEMuRC0BA
,,,,,,,UCOmHUn--16B90oW2L6FRR3A
,,,,,,,UCPENYtHg4Xhmm6oX8zaQA7Q
,,,,,,,UCPGFLUUESbnhkOTpIt71Awg
,,,,,,,UCPJmHR4CG_lRuVwKCo0kjjg
,,,,,,,UCPUeGC_AL-OnDQORKhRm6iA
,,,,,,,UCPde4guD9yFBRzkxk2PatoA
,,,,,,,UCQJuZxeDv2P05YHcC-tIEVQ
,,,,,,,UCT-_4GqC-yLY1xtTHhwY0hA
,,,,,,,UCTQVIXvcHrR9jYoJ6qaBAow
,,,,,,,UCVihezVtsguXEouYvtKmKYA
,,,,,,,UCWUwriihuQ_ybNrAOqbg3yg
,,,,,,,UCWxCyZibDIWIrGIgP25mbfw
,,,,,,,UCYDmx2Sfpnaxg488yBpZIGg
,,,,,,,UCYJrfuYXNqb5XSRd22XRwGw
,,,,,,,UCYgUhR7EGKauFXgJS0pckGg
,,,,,,,UCYooECrv-fIXlPaDwEIaveA
,,,,,,,UCYx9lhCw0u2-OoqVtEU0IMg
,,,,,,,UC_Dm4o5UrbPr2uvM7VPUR6g
,,,,,,,UC_pwIXKXNm5KGhdEVzmY60A
,,,,,,,UCaO6TYtlC8U5ttz62hTrZgg
,,,,,,,UCayQxFAoFCvGariuQCtHRGQ
,,,,,,,UCbD8EppRX3ZwJSou-TVo90A
,,,,,,,UCbWPYsyJX1-7uvfOw3LkLqw
,,,,,,,UCbuks6fmwRefCTGg9aNwgeQ
,,,,,,,UCc4pDO0Bo6qiFSe7mpVguhQ
,,,,,,,UCcOYEm78CpaZQvPE6LtoSeA
,,,,,,,UCcpAtOvcne_cX7gvarTgKsQ
,,,,,,,UCdet8uJfTFlACtY05BQmJ1Q
,,,,,,,UCe52oeb7Xv_KaJsEzcKXJJg
,,,,,,,UCeLPm9yH_a_QH8n6445G-Ow
,,,,,,,UCem8l1w4OWhkqpoOg1SB4_w
,,,,,,,UCepUWUpH45hRTi-QePdq1Bg
,,,,,,,UCf9sl-IcwNXDqWwWwp4vEwg
,,,,,,,UCfkXDY7vwkcJ8ddFGz8KusA
,,,,,,,UCg-p3lQIqmhh7gHpyaOmOiQ
